gene_id	gene_name	GF1	GF2	GF_noICI1	GF_noICI2	ctrl1	ctrl2	effector1	effector2
ENSMUSG00000035355	Kcnh4	4.0	4.0	3.0	0.0	4.0	3.0	4.0	2.0
ENSMUSG00000028435	Aqp3	69.0	79.0	95.0	60.0	60.0	62.0	152.0	70.0
ENSMUSG00000071679	Rtl4	0.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0
ENSMUSG00000020793	Galr2	1.0	3.0	2.0	1.0	3.0	1.0	1.0	0.0
ENSMUSG00000030282	Cmas	754.0	1060.0	691.0	491.0	964.0	809.0	918.0	651.0
ENSMUSG00000040086	Tnni3k	2.0	4.0	4.0	2.0	6.0	1.0	2.0	1.0
ENSMUSG00000115139	Gm4251	2.0	2.0	2.0	2.0	3.0	2.0	5.0	3.0
ENSMUSG00000029840	Mtpn	2690.0	3457.0	2215.0	1731.0	3593.0	2772.0	3505.0	2169.0
ENSMUSG00000024953	Prdx5	8685.0	12135.0	7749.0	5662.0	12023.0	8607.0	12344.0	7349.0
ENSMUSG00000035864	Syt1	0.0	5.0	1.0	6.0	6.0	3.0	18.0	1.0
ENSMUSG00000074149	Gm10634	61.0	51.0	53.0	39.0	44.0	51.0	62.0	33.0
ENSMUSG00000024778	Fas	474.0	656.0	549.0	266.0	547.0	475.0	859.0	420.0
ENSMUSG00000021557	Agtpbp1	496.0	617.0	409.0	329.0	690.0	536.0	656.0	392.0
ENSMUSG00000078127	Fam170b	2.0	2.0	0.0	0.0	1.0	1.0	3.0	0.0
ENSMUSG00000079259	Trim71	3.0	5.0	1.0	4.0	2.0	6.0	1.0	2.0
ENSMUSG00000102416	4933424G06Rik	39.0	63.0	39.0	25.0	63.0	49.0	51.0	33.0
ENSMUSG00000031482	Slc25a15	60.0	81.0	64.0	47.0	71.0	51.0	72.0	45.0
ENSMUSG00000049422	Chchd10	1624.0	3747.0	1482.0	1445.0	3158.0	2482.0	3927.0	1991.0
ENSMUSG00000101061	Platr1	1.0	3.0	1.0	0.0	2.0	3.0	0.0	3.0
ENSMUSG00000018821	Avpi1	287.0	505.0	282.0	213.0	397.0	412.0	456.0	342.0
ENSMUSG00000032186	Tmod2	5.0	8.0	2.0	0.0	4.0	7.0	8.0	16.0
ENSMUSG00000018770	Atp5g3	26505.0	36270.0	24718.0	17161.0	36326.0	29066.0	40875.0	22678.0
ENSMUSG00000010825	Grid2ip	0.0	1.0	0.0	0.0	1.0	4.0	3.0	1.0
ENSMUSG00000032228	Tcf12	1754.0	2155.0	1676.0	1071.0	2103.0	1895.0	2071.0	1371.0
ENSMUSG00000114382	Gm4814	0.0	2.0	0.0	3.0	2.0	1.0	0.0	0.0
ENSMUSG00000070291	Ddx43	89.0	124.0	55.0	64.0	108.0	72.0	92.0	75.0
ENSMUSG00000076858	Trav3-4	2.0	30.0	9.0	19.0	38.0	6.0	106.0	0.0
ENSMUSG00000028407	Smim27	1105.0	1263.0	938.0	897.0	1505.0	1335.0	959.0	837.0
ENSMUSG00000064063	BC048507	2.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0
ENSMUSG00000004937	Sgta	1543.0	2203.0	1356.0	1000.0	2121.0	1753.0	2389.0	1607.0
ENSMUSG00000066363	Serpina3f	651.0	719.0	640.0	260.0	696.0	430.0	896.0	583.0
ENSMUSG00000044770	Scml4	1337.0	1172.0	990.0	721.0	1439.0	1109.0	1469.0	780.0
ENSMUSG00000075558	Gm17151	2.0	1.0	1.0	0.0	3.0	0.0	2.0	0.0
ENSMUSG00000045409	Trim39	346.0	467.0	291.0	271.0	425.0	323.0	432.0	285.0
ENSMUSG00000116571	Gm49741	46.0	59.0	40.0	26.0	61.0	48.0	54.0	38.0
ENSMUSG00000038292	Ccdc155	11.0	12.0	9.0	6.0	5.0	8.0	15.0	6.0
ENSMUSG00000020635	Fkbp1b	20.0	55.0	23.0	24.0	54.0	31.0	71.0	50.0
ENSMUSG00000044468	Tent5c	965.0	1665.0	825.0	816.0	1286.0	1046.0	1689.0	780.0
ENSMUSG00000071724	Smpd5	781.0	925.0	729.0	508.0	953.0	606.0	925.0	516.0
ENSMUSG00000001729	Akt1	765.0	1054.0	730.0	517.0	1112.0	804.0	1022.0	639.0
ENSMUSG00000026688	Mgst3	246.0	323.0	208.0	163.0	283.0	207.0	245.0	273.0
ENSMUSG00000020752	Recql5	182.0	245.0	184.0	121.0	263.0	204.0	262.0	180.0
ENSMUSG00000027236	Eif3j1	1814.0	2203.0	1558.0	1446.0	2559.0	2294.0	2088.0	1559.0
ENSMUSG00000027667	Zfp639	491.0	735.0	446.0	405.0	703.0	666.0	644.0	504.0
ENSMUSG00000112023	Lilr4b	2785.0	3370.0	2768.0	1938.0	2828.0	2310.0	2795.0	1808.0
ENSMUSG00000000600	Krit1	2359.0	2890.0	1956.0	1438.0	2971.0	2357.0	3121.0	2019.0
ENSMUSG00000005696	Sh2d1a	3163.0	5066.0	2851.0	2521.0	6190.0	3799.0	6370.0	3180.0
ENSMUSG00000022808	Snx4	1759.0	2206.0	1672.0	1161.0	2293.0	1636.0	2410.0	1418.0
ENSMUSG00000041329	Atp1b2	6.0	11.0	5.0	10.0	6.0	4.0	12.0	0.0
ENSMUSG00000093668	Pou5f2	13.0	23.0	10.0	18.0	23.0	15.0	24.0	14.0
ENSMUSG00000024797	Vps51	1286.0	1628.0	1094.0	817.0	1629.0	1284.0	1855.0	1052.0
ENSMUSG00000024097	Srsf7	9883.0	13052.0	8758.0	6607.0	13212.0	10595.0	14963.0	8751.0
ENSMUSG00000020076	Ddx50	2815.0	3615.0	2343.0	1803.0	3747.0	2815.0	3745.0	2451.0
ENSMUSG00000061451	Tmem151a	11.0	25.0	6.0	20.0	12.0	11.0	14.0	15.0
ENSMUSG00000034973	Dop1a	375.0	386.0	278.0	215.0	466.0	308.0	406.0	249.0
ENSMUSG00000020733	Slc9a3r1	7574.0	11373.0	6709.0	5624.0	9354.0	7940.0	11071.0	7005.0
ENSMUSG00000091623	Gm17092	80.0	101.0	71.0	72.0	132.0	82.0	122.0	60.0
ENSMUSG00000099751	1700022A22Rik	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0
ENSMUSG00000055204	Ankrd17	2405.0	3242.0	2204.0	1832.0	3214.0	2764.0	3407.0	2275.0
ENSMUSG00000116895	Gm3435	6.0	13.0	8.0	8.0	13.0	9.0	6.0	7.0
ENSMUSG00000029413	Naaa	216.0	292.0	208.0	119.0	265.0	193.0	353.0	242.0
