gene_id	gene_name	GF1	GF2	GF_noICI1	GF_noICI2	ctrl1	ctrl2	effector1	effector2
ENSMUSG00000033845	Mrpl15	4346.0	5949.0	3972.0	3197.0	5843.0	4796.0	6189.0	4929.0
ENSMUSG00000025903	Lypla1	4009.0	4668.0	3524.0	2855.0	4656.0	3890.0	5131.0	3951.0
ENSMUSG00000033813	Tcea1	8277.0	9458.0	7596.0	6434.0	10219.0	8679.0	9483.0	8284.0
ENSMUSG00000033793	Atp6v1h	2846.0	3223.0	2370.0	2036.0	3335.0	2744.0	3236.0	2598.0
ENSMUSG00000025907	Rb1cc1	3378.0	4171.0	3182.0	2934.0	3809.0	3936.0	4167.0	4034.0
ENSMUSG00000090031	4732440D04Rik	217.0	293.0	257.0	171.0	308.0	285.0	368.0	247.0
ENSMUSG00000051285	Pcmtd1	2759.0	3305.0	2562.0	2214.0	3554.0	3007.0	3444.0	2826.0
ENSMUSG00000097797	Gm26901	21.0	35.0	37.0	43.0	41.0	41.0	46.0	40.0
ENSMUSG00000061024	Rrs1	1818.0	2475.0	1785.0	1456.0	2432.0	2230.0	2924.0	2314.0
ENSMUSG00000025911	Adhfe1	10.0	13.0	9.0	6.0	14.0	11.0	14.0	6.0
ENSMUSG00000025912	Mybl1	25.0	31.0	20.0	12.0	20.0	23.0	15.0	22.0
ENSMUSG00000045210	Vcpip1	1882.0	2241.0	1698.0	1558.0	2191.0	2181.0	2400.0	2204.0
ENSMUSG00000097893	1700034P13Rik	44.0	52.0	46.0	34.0	57.0	74.0	50.0	43.0
ENSMUSG00000025915	Sgk3	184.0	225.0	174.0	241.0	223.0	258.0	179.0	244.0
ENSMUSG00000098234	Snhg6	1548.0	1909.0	1424.0	1301.0	2195.0	2025.0	1569.0	1651.0
ENSMUSG00000025917	Cops5	3282.0	4258.0	2866.0	2441.0	4040.0	3394.0	4665.0	3474.0
ENSMUSG00000056763	Cspp1	948.0	1136.0	835.0	713.0	1166.0	1136.0	1289.0	1291.0
ENSMUSG00000067851	Arfgef1	2019.0	2477.0	1996.0	1701.0	2763.0	2373.0	2583.0	2314.0
ENSMUSG00000005886	Ncoa2	3463.0	3901.0	3613.0	2715.0	4075.0	3598.0	4336.0	3184.0
ENSMUSG00000025935	Tram1	5990.0	5779.0	4958.0	4437.0	6004.0	4844.0	6564.0	5375.0
ENSMUSG00000025937	Lactb2	903.0	1120.0	858.0	647.0	1212.0	855.0	1096.0	742.0
ENSMUSG00000054493	Gm9947	17.0	11.0	8.0	7.0	11.0	19.0	21.0	48.0
ENSMUSG00000025930	Msc	45.0	39.0	31.0	8.0	34.0	55.0	48.0	116.0
ENSMUSG00000025925	Terf1	1818.0	2153.0	1678.0	1397.0	2179.0	1871.0	2332.0	1963.0
ENSMUSG00000043716	Rpl7	87537.0	131203.0	88268.0	83815.0	118922.0	120574.0	120875.0	113732.0
ENSMUSG00000025921	Rdh10	132.0	145.0	109.0	107.0	103.0	119.0	145.0	159.0
ENSMUSG00000025920	Stau2	28.0	26.0	21.0	13.0	27.0	15.0	27.0	23.0
ENSMUSG00000025939	Ube2w	1489.0	1712.0	1368.0	1146.0	1975.0	1494.0	2013.0	1464.0
ENSMUSG00000079658	Eloc	9017.0	11164.0	7973.0	6502.0	11669.0	9666.0	11507.0	9065.0
ENSMUSG00000025940	Tmem70	1093.0	1407.0	1022.0	864.0	1515.0	1279.0	1591.0	1161.0
ENSMUSG00000025779	Ly96	58.0	67.0	43.0	42.0	55.0	55.0	101.0	72.0
ENSMUSG00000041859	Mcm3	3419.0	3731.0	2951.0	1959.0	4395.0	3306.0	4846.0	3379.0
ENSMUSG00000025931	Paqr8	92.0	106.0	99.0	81.0	95.0	89.0	107.0	95.0
ENSMUSG00000041779	Tram2	120.0	202.0	172.0	131.0	191.0	157.0	220.0	169.0
ENSMUSG00000025933	Tmem14a	158.0	189.0	108.0	94.0	219.0	134.0	169.0	142.0
ENSMUSG00000028033	Kcnq5	3804.0	4307.0	3783.0	2569.0	5556.0	3309.0	5057.0	3032.0
ENSMUSG00000026158	Ogfrl1	200.0	161.0	127.0	126.0	209.0	125.0	143.0	172.0
ENSMUSG00000026156	B3gat2	62.0	56.0	35.0	42.0	50.0	70.0	57.0	47.0
ENSMUSG00000026155	Smap1	4774.0	4751.0	4382.0	3061.0	5081.0	5268.0	5077.0	4741.0
ENSMUSG00000026154	Sdhaf4	1389.0	1806.0	1184.0	996.0	1816.0	1351.0	1906.0	1491.0
ENSMUSG00000026153	Fam135a	27.0	17.0	6.0	12.0	25.0	14.0	38.0	43.0
ENSMUSG00000073725	Lmbrd1	1761.0	2059.0	1611.0	1375.0	2092.0	1901.0	2327.0	1774.0
ENSMUSG00000033569	Adgrb3	17.0	14.0	5.0	9.0	11.0	9.0	8.0	8.0
ENSMUSG00000048874	Phf3	2738.0	3365.0	2662.0	2364.0	3411.0	3204.0	3451.0	3174.0
ENSMUSG00000026064	Ptp4a1	55.0	51.0	46.0	43.0	56.0	54.0	45.0	45.0
ENSMUSG00000117310	Ptp4a1-1	4136.0	5003.0	2970.0	3611.0	4173.0	5160.0	4291.0	4104.0
ENSMUSG00000026134	Prim2	752.0	835.0	690.0	554.0	991.0	911.0	1025.0	836.0
ENSMUSG00000004768	Rab23	216.0	277.0	200.0	202.0	242.0	266.0	360.0	304.0
ENSMUSG00000042215	Bag2	379.0	529.0	343.0	253.0	468.0	446.0	536.0	406.0
ENSMUSG00000042197	Zfp451	1318.0	1608.0	1289.0	1055.0	1537.0	1460.0	1655.0	1458.0
ENSMUSG00000042182	Bend6	76.0	84.0	61.0	42.0	89.0	75.0	97.0	70.0
ENSMUSG00000026131	Dst	50.0	87.0	45.0	70.0	100.0	61.0	139.0	184.0
ENSMUSG00000102336	Gm37233	23.0	23.0	24.0	9.0	30.0	24.0	44.0	21.0
ENSMUSG00000042111	Ccdc115	1505.0	1986.0	1441.0	1280.0	1761.0	1615.0	1885.0	1620.0
ENSMUSG00000101711	Gm28306	8.0	14.0	1.0	10.0	14.0	11.0	13.0	9.0
ENSMUSG00000026127	Imp4	2850.0	3896.0	2656.0	2505.0	3464.0	3288.0	4118.0	3670.0
ENSMUSG00000026126	Ptpn18	35124.0	45564.0	33167.0	29097.0	43198.0	37632.0	46831.0	38968.0
ENSMUSG00000100280	Gm28417	150.0	165.0	134.0	118.0	194.0	120.0	189.0	115.0
ENSMUSG00000101223	4930568A12Rik	19.0	18.0	19.0	21.0	26.0	15.0	32.0	23.0
ENSMUSG00000037509	Arhgef4	144.0	123.0	157.0	98.0	160.0	119.0	145.0	106.0
ENSMUSG00000037503	Fam168b	1374.0	1790.0	1343.0	1354.0	1713.0	2034.0	1715.0	1791.0
ENSMUSG00000026123	Plekhb2	3021.0	3056.0	2199.0	2026.0	3237.0	2357.0	3284.0	2615.0
ENSMUSG00000104417	Gm37068	11.0	8.0	12.0	22.0	10.0	32.0	8.0	11.0
ENSMUSG00000045216	Hs6st1	131.0	184.0	177.0	172.0	144.0	215.0	159.0	231.0
ENSMUSG00000037470	Uggt1	2000.0	2412.0	1931.0	1702.0	2501.0	2155.0	2560.0	2238.0
ENSMUSG00000047180	Neurl3	12136.0	14773.0	12304.0	9103.0	14350.0	11332.0	13345.0	9715.0
ENSMUSG00000037447	Arid5a	11665.0	13533.0	10228.0	8572.0	12295.0	9817.0	13592.0	11553.0
ENSMUSG00000102762	4930403P22Rik	6.0	11.0	13.0	11.0	5.0	19.0	20.0	9.0
ENSMUSG00000010453	Kansl3	1411.0	1615.0	1276.0	1139.0	1708.0	1583.0	1618.0	1431.0
ENSMUSG00000001143	Lman2l	511.0	589.0	428.0	392.0	651.0	520.0	530.0	491.0
ENSMUSG00000037408	Cnnm4	263.0	291.0	217.0	198.0	258.0	271.0	253.0	257.0
ENSMUSG00000001138	Cnnm3	384.0	447.0	302.0	315.0	469.0	414.0	459.0	389.0
ENSMUSG00000067653	Ankrd23	102.0	174.0	115.0	90.0	143.0	164.0	206.0	158.0
ENSMUSG00000079610	Ankrd39	1840.0	2822.0	1959.0	1417.0	2726.0	2342.0	3407.0	2154.0
ENSMUSG00000026121	Sema4c	1625.0	2673.0	1624.0	1469.0	2362.0	2047.0	2285.0	1651.0
ENSMUSG00000087589	D430040D24Rik	35.0	58.0	24.0	24.0	52.0	53.0	52.0	38.0
ENSMUSG00000046337	Fam178b	102.0	299.0	146.0	99.0	267.0	349.0	360.0	296.0
ENSMUSG00000061518	Cox5b	34451.0	46245.0	31624.0	24996.0	45323.0	38103.0	47463.0	35526.0
ENSMUSG00000037351	Actr1b	4881.0	6937.0	4316.0	3932.0	6290.0	5227.0	5971.0	4519.0
ENSMUSG00000102416	4933424G06Rik	47.0	82.0	55.0	34.0	71.0	64.0	64.0	54.0
ENSMUSG00000026117	Zap70	14218.0	16997.0	11571.0	9920.0	17894.0	12591.0	19159.0	12941.0
ENSMUSG00000026116	Tmem131	1014.0	1436.0	1119.0	956.0	1393.0	1285.0	1333.0	1191.0
ENSMUSG00000102930	Gm38115	31.0	19.0	27.0	21.0	25.0	27.0	37.0	23.0
ENSMUSG00000050122	Vwa3b	19.0	19.0	23.0	34.0	17.0	39.0	29.0	29.0
ENSMUSG00000026113	Inpp4a	504.0	504.0	451.0	355.0	586.0	448.0	526.0	400.0
ENSMUSG00000026112	Coa5	2106.0	2282.0	1838.0	1588.0	2230.0	1933.0	2103.0	1771.0
ENSMUSG00000026111	Unc50	2298.0	3071.0	2114.0	1934.0	2593.0	2557.0	2880.0	2467.0
ENSMUSG00000026110	Mgat4a	717.0	793.0	752.0	658.0	1011.0	675.0	667.0	623.0
ENSMUSG00000026090	2010300C02Rik	271.0	291.0	234.0	171.0	284.0	213.0	334.0	270.0
ENSMUSG00000089767	4930556I23Rik	13.0	14.0	8.0	12.0	16.0	17.0	23.0	14.0
ENSMUSG00000060771	Tsga10	147.0	193.0	113.0	136.0	231.0	168.0	244.0	146.0
ENSMUSG00000037216	Lipt1	43.0	48.0	42.0	35.0	57.0	48.0	75.0	54.0
ENSMUSG00000026088	Mitd1	2220.0	2222.0	1818.0	1717.0	2827.0	2317.0	2500.0	2058.0
ENSMUSG00000026087	Mrpl30	7925.0	10684.0	7450.0	6310.0	10662.0	9616.0	10899.0	9774.0
ENSMUSG00000058407	Txndc9	3887.0	5477.0	3361.0	2794.0	4989.0	4574.0	5987.0	4513.0
ENSMUSG00000026083	Eif5b	6012.0	7536.0	5793.0	5189.0	8152.0	7768.0	7913.0	7108.0
ENSMUSG00000026082	Rev1	325.0	381.0	295.0	267.0	391.0	435.0	409.0	483.0
ENSMUSG00000037138	Aff3	775.0	845.0	888.0	1238.0	952.0	1743.0	891.0	1341.0
ENSMUSG00000087131	Gm16152	9.0	10.0	18.0	9.0	9.0	25.0	11.0	17.0
ENSMUSG00000026080	Chst10	532.0	696.0	484.0	480.0	698.0	590.0	742.0	645.0
ENSMUSG00000026078	Pdcl3	3093.0	4220.0	2815.0	2138.0	4016.0	3505.0	4400.0	3347.0
ENSMUSG00000073702	Rpl31	32328.0	44679.0	33857.0	28997.0	44809.0	40884.0	40640.0	36863.0
ENSMUSG00000003134	Tbc1d8	17.0	19.0	22.0	25.0	14.0	26.0	24.0	27.0
ENSMUSG00000003135	Cnot11	779.0	1206.0	735.0	693.0	1026.0	1172.0	1195.0	1147.0
ENSMUSG00000085894	Gm15832	31.0	42.0	29.0	21.0	37.0	30.0	31.0	38.0
ENSMUSG00000048234	Rnf149	1270.0	1491.0	1271.0	940.0	1316.0	1219.0	1347.0	1148.0
ENSMUSG00000050967	Creg2	10.0	22.0	12.0	7.0	10.0	8.0	20.0	8.0
ENSMUSG00000101634	1700066B17Rik	10.0	18.0	20.0	33.0	21.0	31.0	17.0	29.0
ENSMUSG00000026074	Map4k4	2199.0	2639.0	2350.0	2111.0	2618.0	3177.0	2329.0	2365.0
ENSMUSG00000026073	Il1r2	314.0	855.0	329.0	337.0	471.0	569.0	1320.0	378.0
ENSMUSG00000097899	Gm16894	15.0	27.0	18.0	19.0	32.0	20.0	46.0	15.0
ENSMUSG00000070942	Il1rl2	29.0	28.0	32.0	49.0	35.0	64.0	35.0	48.0
ENSMUSG00000026069	Il1rl1	13.0	20.0	17.0	11.0	10.0	16.0	28.0	23.0
ENSMUSG00000026070	Il18r1	2974.0	3066.0	3915.0	2518.0	3354.0	2871.0	4119.0	2750.0
ENSMUSG00000026068	Il18rap	1934.0	1741.0	2103.0	1427.0	1950.0	1507.0	2564.0	1566.0
ENSMUSG00000041945	Mfsd9	18.0	22.0	27.0	10.0	21.0	16.0	28.0	32.0
ENSMUSG00000060679	Mrps9	1738.0	2210.0	1736.0	1398.0	2264.0	2023.0	2404.0	1849.0
ENSMUSG00000041907	Gpr45	107.0	120.0	116.0	51.0	110.0	67.0	107.0	55.0
ENSMUSG00000070939	Tgfbrap1	309.0	312.0	248.0	231.0	330.0	331.0	345.0	347.0
ENSMUSG00000041878	8430432A02Rik	7.0	6.0	11.0	5.0	6.0	13.0	7.0	5.0
ENSMUSG00000010290	AI597479	208.0	213.0	156.0	164.0	220.0	168.0	222.0	161.0
ENSMUSG00000008136	Fhl2	1136.0	1553.0	961.0	727.0	1583.0	896.0	1728.0	1107.0
ENSMUSG00000066877	Nck2	205.0	225.0	245.0	226.0	279.0	293.0	234.0	231.0
ENSMUSG00000057363	Uxs1	977.0	958.0	882.0	640.0	1152.0	820.0	1119.0	752.0
ENSMUSG00000041763	Tpp2	7096.0	9228.0	6724.0	5336.0	8426.0	6561.0	9035.0	6888.0
ENSMUSG00000047343	Mettl21c	29.0	42.0	30.0	28.0	39.0	29.0	36.0	35.0
ENSMUSG00000091844	Gm8251	14.0	5.0	10.0	17.0	15.0	14.0	24.0	36.0
ENSMUSG00000026049	Tex30	1745.0	1972.0	1601.0	1421.0	1883.0	1938.0	2164.0	2003.0
ENSMUSG00000026047	Poglut2	231.0	279.0	214.0	151.0	273.0	211.0	241.0	211.0
ENSMUSG00000041684	Bivm	111.0	132.0	97.0	105.0	120.0	107.0	119.0	116.0
ENSMUSG00000026048	Ercc5	486.0	563.0	472.0	415.0	596.0	498.0	592.0	482.0
ENSMUSG00000025995	Wdr75	1380.0	1784.0	1407.0	1181.0	1953.0	1571.0	2053.0	1647.0
ENSMUSG00000025986	Slc39a10	271.0	316.0	233.0	192.0	403.0	238.0	360.0	320.0
ENSMUSG00000099608	4933411E06Rik	16.0	18.0	10.0	22.0	19.0	16.0	14.0	15.0
ENSMUSG00000026107	Nabp1	7529.0	10446.0	5826.0	5590.0	10295.0	7113.0	9090.0	6853.0
ENSMUSG00000099413	Gm17767	303.0	461.0	305.0	214.0	835.0	386.0	441.0	309.0
ENSMUSG00000018417	Myo1b	78.0	137.0	80.0	65.0	122.0	78.0	87.0	92.0
ENSMUSG00000062939	Stat4	14709.0	15942.0	13229.0	10495.0	16072.0	14689.0	17573.0	13033.0
ENSMUSG00000109599	Gm31812	47.0	45.0	36.0	40.0	41.0	37.0	37.0	40.0
ENSMUSG00000026104	Stat1	22879.0	20873.0	16314.0	13818.0	22930.0	19361.0	24754.0	20934.0
ENSMUSG00000026103	Gls	2886.0	3355.0	2896.0	2588.0	3188.0	3169.0	3166.0	3045.0
ENSMUSG00000002881	Nab1	3293.0	3605.0	3021.0	2345.0	3904.0	3250.0	3703.0	3363.0
ENSMUSG00000043015	Nemp2	743.0	794.0	634.0	579.0	907.0	648.0	819.0	663.0
ENSMUSG00000041439	Mfsd6	2319.0	3050.0	2350.0	2163.0	2841.0	2811.0	2741.0	2677.0
ENSMUSG00000026102	Inpp1	2175.0	3226.0	2267.0	2115.0	3052.0	2547.0	3425.0	2840.0
ENSMUSG00000041426	Hibch	608.0	777.0	565.0	514.0	832.0	603.0	875.0	666.0
ENSMUSG00000043629	1700019D03Rik	150.0	210.0	126.0	105.0	243.0	166.0	362.0	162.0
ENSMUSG00000026098	Pms1	536.0	517.0	459.0	328.0	600.0	432.0	624.0	477.0
ENSMUSG00000026097	Ormdl1	2492.0	3018.0	2071.0	2000.0	2967.0	2254.0	3005.0	2367.0
ENSMUSG00000026096	Osgepl1	320.0	378.0	229.0	255.0	369.0	328.0	445.0	370.0
ENSMUSG00000026095	Asnsd1	1523.0	1361.0	1275.0	1191.0	1419.0	890.0	1319.0	1040.0
ENSMUSG00000026094	Stk17b	23908.0	26772.0	21573.0	20137.0	25362.0	22289.0	26042.0	23092.0
ENSMUSG00000042807	Hecw2	43.0	65.0	51.0	43.0	50.0	54.0	54.0	60.0
ENSMUSG00000041303	Gtf3c3	447.0	562.0	421.0	404.0	543.0	479.0	526.0	447.0
ENSMUSG00000073678	Pgap1	1118.0	994.0	755.0	656.0	1149.0	664.0	985.0	765.0
ENSMUSG00000052331	Ankrd44	9263.0	10954.0	9649.0	6910.0	11131.0	9650.0	10877.0	7962.0
ENSMUSG00000101674	4930444A19Rik	343.0	304.0	263.0	280.0	315.0	335.0	325.0	278.0
ENSMUSG00000025982	Sf3b1	16446.0	20314.0	14997.0	13248.0	20532.0	18411.0	21746.0	17633.0
ENSMUSG00000025981	Coq10b	4650.0	4742.0	3977.0	3409.0	4793.0	4466.0	5339.0	4302.0
ENSMUSG00000025980	Hspd1	10973.0	16103.0	10455.0	8329.0	14834.0	13665.0	15130.0	13192.0
ENSMUSG00000073676	Hspe1	18383.0	24638.0	16969.0	15800.0	23640.0	25000.0	20876.0	21169.0
ENSMUSG00000025979	Mob4	4852.0	6373.0	4382.0	3723.0	6108.0	5350.0	6479.0	4987.0
ENSMUSG00000025978	Rftn2	71.0	41.0	39.0	43.0	56.0	80.0	58.0	45.0
ENSMUSG00000046994	Mars2	375.0	490.0	354.0	312.0	451.0	359.0	482.0	430.0
ENSMUSG00000025977	Boll	55.0	103.0	72.0	104.0	84.0	127.0	80.0	139.0
ENSMUSG00000038349	Plcl1	138.0	186.0	150.0	153.0	228.0	188.0	298.0	198.0
ENSMUSG00000097519	4930558J18Rik	4.0	7.0	8.0	1.0	12.0	6.0	11.0	8.0
ENSMUSG00000038323	1700066M21Rik	203.0	236.0	177.0	160.0	209.0	214.0	196.0	195.0
ENSMUSG00000048495	Tyw5	706.0	964.0	642.0	527.0	870.0	754.0	1022.0	797.0
ENSMUSG00000025971	Maip1	1158.0	1813.0	1104.0	952.0	1523.0	1487.0	1833.0	1654.0
ENSMUSG00000054770	Kctd18	710.0	771.0	646.0	508.0	873.0	702.0	898.0	707.0
ENSMUSG00000026039	Sgo2a	51.0	54.0	53.0	37.0	73.0	57.0	60.0	55.0
ENSMUSG00000051223	Bzw1	10441.0	13122.0	9892.0	8637.0	12110.0	11383.0	14657.0	11945.0
ENSMUSG00000026034	Clk1	6455.0	6825.0	5640.0	5832.0	6948.0	7367.0	5740.0	6205.0
ENSMUSG00000026035	Ppil3	2223.0	2617.0	2018.0	1477.0	2895.0	2212.0	3143.0	2382.0
ENSMUSG00000026036	Nif3l1	1029.0	1465.0	1034.0	927.0	1235.0	1219.0	1448.0	1280.0
ENSMUSG00000026037	Orc2	1189.0	1499.0	1204.0	1069.0	1537.0	1384.0	1529.0	1312.0
ENSMUSG00000085054	Gm15834	17.0	11.0	15.0	10.0	31.0	24.0	28.0	20.0
ENSMUSG00000038174	Fam126b	321.0	375.0	287.0	285.0	431.0	332.0	412.0	333.0
ENSMUSG00000026032	Ndufb3	6420.0	8516.0	5843.0	4522.0	8304.0	6560.0	7997.0	6292.0
ENSMUSG00000047528	Flacc1	55.0	54.0	37.0	26.0	55.0	51.0	50.0	59.0
ENSMUSG00000026031	Cflar	2063.0	2042.0	1884.0	1598.0	2288.0	1958.0	2247.0	1951.0
ENSMUSG00000026029	Casp8	3384.0	3594.0	2899.0	2235.0	4080.0	3146.0	4697.0	3474.0
ENSMUSG00000026028	Trak2	891.0	1025.0	912.0	796.0	1144.0	980.0	1157.0	937.0
ENSMUSG00000026027	Stradb	434.0	530.0	386.0	303.0	510.0	481.0	515.0	449.0
ENSMUSG00000038079	Tmem237	316.0	440.0	272.0	234.0	455.0	344.0	466.0	344.0
ENSMUSG00000097573	G730003C15Rik	14.0	24.0	24.0	13.0	23.0	21.0	14.0	12.0
ENSMUSG00000079550	Mpp4	5.0	7.0	6.0	4.0	12.0	7.0	13.0	11.0
ENSMUSG00000026024	Als2	882.0	998.0	735.0	615.0	996.0	801.0	1080.0	844.0
ENSMUSG00000026021	Sumo1	11308.0	14350.0	9999.0	8819.0	13456.0	13069.0	15241.0	13103.0
ENSMUSG00000026020	Nop58	6583.0	8855.0	6281.0	5663.0	8700.0	7846.0	9442.0	8396.0
ENSMUSG00000067336	Bmpr2	493.0	518.0	408.0	330.0	519.0	406.0	613.0	432.0
ENSMUSG00000041040	Fam117b	3140.0	3500.0	2831.0	2196.0	3735.0	3097.0	3437.0	2698.0
ENSMUSG00000026018	Ica1l	55.0	64.0	47.0	62.0	47.0	77.0	81.0	82.0
ENSMUSG00000026019	Wdr12	819.0	1011.0	870.0	638.0	1152.0	863.0	1150.0	864.0
ENSMUSG00000026017	Carf	69.0	106.0	86.0	66.0	96.0	87.0	87.0	85.0
ENSMUSG00000073664	Nbeal1	616.0	718.0	557.0	515.0	809.0	723.0	742.0	601.0
ENSMUSG00000049439	Cyp20a1	678.0	949.0	643.0	515.0	877.0	744.0	1103.0	751.0
ENSMUSG00000026782	Abi2	433.0	508.0	405.0	336.0	620.0	426.0	577.0	496.0
ENSMUSG00000026014	Raph1	624.0	772.0	553.0	438.0	865.0	586.0	809.0	633.0
ENSMUSG00000026012	Cd28	9736.0	9602.0	6859.0	6587.0	11008.0	8675.0	10600.0	8451.0
ENSMUSG00000086795	Gm11579	24.0	38.0	26.0	27.0	46.0	45.0	28.0	44.0
ENSMUSG00000085965	2310016D23Rik	17.0	22.0	9.0	10.0	21.0	15.0	28.0	33.0
ENSMUSG00000026011	Ctla4	18620.0	16257.0	10762.0	9586.0	17056.0	12662.0	16592.0	11665.0
ENSMUSG00000026009	Icos	25549.0	23338.0	17689.0	16419.0	23208.0	16599.0	23270.0	15849.0
ENSMUSG00000052062	Pard3b	36.0	25.0	19.0	18.0	61.0	21.0	59.0	43.0
ENSMUSG00000100426	Gm4208	45.0	32.0	33.0	39.0	24.0	13.0	33.0	50.0
ENSMUSG00000040865	Ino80d	1178.0	1327.0	1135.0	921.0	1544.0	1308.0	1447.0	1263.0
ENSMUSG00000084799	Ino80dos	110.0	141.0	108.0	89.0	146.0	136.0	127.0	144.0
ENSMUSG00000101599	Gm20342	51.0	57.0	50.0	44.0	65.0	40.0	81.0	61.0
ENSMUSG00000025968	Ndufs1	1716.0	2117.0	1682.0	1334.0	2172.0	1877.0	2296.0	1801.0
ENSMUSG00000025967	Eef1b2	67785.0	99895.0	66993.0	63922.0	90650.0	89379.0	88236.0	86582.0
ENSMUSG00000027520	Zdbf2	24.0	84.0	42.0	27.0	54.0	50.0	37.0	70.0
ENSMUSG00000025962	Fastkd2	446.0	577.0	420.0	363.0	565.0	507.0	659.0	597.0
ENSMUSG00000025959	Klf7	967.0	1684.0	1154.0	1166.0	1741.0	1753.0	1468.0	1263.0
ENSMUSG00000025958	Creb1	1315.0	1641.0	1444.0	1054.0	1727.0	1472.0	1958.0	1619.0
ENSMUSG00000025956	Mettl21a	687.0	757.0	563.0	480.0	751.0	587.0	836.0	609.0
ENSMUSG00000087213	2810408I11Rik	122.0	140.0	130.0	94.0	128.0	143.0	146.0	148.0
ENSMUSG00000070871	Ccnyl1	245.0	312.0	234.0	204.0	258.0	266.0	304.0	316.0
ENSMUSG00000045005	Fzd5	162.0	213.0	153.0	162.0	176.0	198.0	208.0	179.0
ENSMUSG00000051344	Plekhm3	591.0	654.0	604.0	475.0	789.0	453.0	597.0	519.0
ENSMUSG00000025950	Idh1	187.0	222.0	155.0	155.0	196.0	198.0	223.0	215.0
ENSMUSG00000025949	Pikfyve	231.0	270.0	214.0	258.0	282.0	324.0	309.0	292.0
ENSMUSG00000015222	Map2	369.0	295.0	236.0	183.0	382.0	155.0	237.0	242.0
ENSMUSG00000026005	Rpe	1844.0	2165.0	1515.0	1283.0	2315.0	1802.0	2245.0	1581.0
ENSMUSG00000026004	Kansl1l	544.0	559.0	394.0	365.0	579.0	589.0	607.0	687.0
ENSMUSG00000026003	Acadl	6467.0	8694.0	5139.0	4257.0	8097.0	6609.0	8705.0	6464.0
ENSMUSG00000026000	Lancl1	1225.0	1644.0	1096.0	1037.0	1479.0	1421.0	1572.0	1404.0
ENSMUSG00000101156	Gm29114	61.0	133.0	58.0	68.0	108.0	83.0	101.0	85.0
ENSMUSG00000025997	Ikzf2	10420.0	18162.0	10445.0	7330.0	19196.0	13062.0	20045.0	12462.0
ENSMUSG00000100815	Gm29112	33.0	40.0	48.0	22.0	57.0	40.0	55.0	36.0
ENSMUSG00000099954	Gm28112	25.0	46.0	47.0	14.0	47.0	26.0	45.0	14.0
ENSMUSG00000026196	Bard1	234.0	199.0	210.0	110.0	304.0	206.0	317.0	159.0
ENSMUSG00000026192	Atic	2460.0	2867.0	2445.0	1934.0	3168.0	2565.0	3222.0	2520.0
ENSMUSG00000026189	Pecr	165.0	192.0	140.0	109.0	180.0	129.0	178.0	161.0
ENSMUSG00000026187	Xrcc5	806.0	998.0	760.0	631.0	1120.0	827.0	1065.0	880.0
ENSMUSG00000039372	March4	10.0	15.0	16.0	23.0	16.0	20.0	4.0	10.0
ENSMUSG00000039354	Smarcal1	272.0	307.0	237.0	204.0	376.0	269.0	340.0	273.0
ENSMUSG00000046330	Rpl37a	231438.0	317937.0	223396.0	242639.0	306219.0	325181.0	225887.0	284147.0
ENSMUSG00000055322	Tns1	99.0	179.0	66.0	80.0	138.0	130.0	162.0	104.0
ENSMUSG00000006304	Arpc2	47317.0	61453.0	43682.0	36155.0	59868.0	48778.0	66017.0	49158.0
ENSMUSG00000006299	Aamp	4971.0	6534.0	4716.0	4228.0	6111.0	5466.0	6941.0	5769.0
ENSMUSG00000026179	Pnkd	2243.0	2877.0	2063.0	1529.0	3005.0	2346.0	2948.0	2152.0
ENSMUSG00000006301	Tmbim1	969.0	1387.0	836.0	698.0	1327.0	963.0	1293.0	899.0
ENSMUSG00000099931	Gm29358	9.0	7.0	12.0	7.0	12.0	10.0	8.0	7.0
ENSMUSG00000026177	Slc11a1	9.0	15.0	10.0	7.0	9.0	9.0	25.0	20.0
ENSMUSG00000026176	Ctdsp1	1084.0	1409.0	1007.0	965.0	1312.0	1287.0	1255.0	1263.0
ENSMUSG00000033364	Usp37	2105.0	2200.0	1818.0	1364.0	2644.0	1844.0	2296.0	1671.0
ENSMUSG00000026174	Cnot9	1383.0	1724.0	1197.0	998.0	1805.0	1396.0	1772.0	1291.0
ENSMUSG00000026173	Plcd4	27.0	34.0	20.0	29.0	36.0	33.0	23.0	26.0
ENSMUSG00000026135	Zfp142	1203.0	1593.0	1002.0	975.0	1450.0	1185.0	1395.0	1250.0
ENSMUSG00000026172	Bcs1l	505.0	644.0	426.0	358.0	654.0	507.0	579.0	505.0
ENSMUSG00000026171	Rnf25	1193.0	1627.0	1023.0	894.0	1512.0	1210.0	1682.0	1344.0
ENSMUSG00000033257	Ttll4	262.0	251.0	221.0	216.0	291.0	267.0	261.0	264.0
ENSMUSG00000026167	Wnt10a	4.0	9.0	10.0	7.0	8.0	16.0	25.0	9.0
ENSMUSG00000026162	Nhej1	41.0	54.0	32.0	28.0	39.0	67.0	73.0	65.0
ENSMUSG00000026205	Slc23a3	0.0	2.0	5.0	4.0	7.0	11.0	7.0	10.0
ENSMUSG00000033159	Cnppd1	4723.0	6490.0	4171.0	4138.0	5281.0	5582.0	6427.0	5691.0
ENSMUSG00000049339	Retreg2	1540.0	2035.0	1510.0	1333.0	1783.0	1919.0	1951.0	1872.0
